0.017943,0.0054152,0.0035903,0.008316,0.0078594,0.012942,0.012196,0.019543,0.0011958,0.0033268,0.0045879,0.016362,0.0030591,0.00642,0.009864,0.0055295,0.0073566,0.017389,0.00092313,0.0016723,0.0026401,0.002878,0.003133,0.0017149,0.0036101,0.0011575,0.0024058,0.0043153,0.00054962,0.0014564,0.0086312,0.007123,0.0023014,0.010586,0.0074681,0.010193,0.010568,0.020925,0.0013456,0.0027161,0.0068517,0.0095111,0.0049075,0.006305,0.049744,0.027846,0.014599,0.031308,0.0030307,0.0058107,0.0092987,0.004524,0.0016687,0.0075178,0.024025,0.043039,0.0077493,0.02309,0.0064683,0.0070577,0.010876,0.0073247,0.0028589,0.0091603,0.013417,0.0090715,0.050107,0.04334,0.00067885,0.0038232,0.013696,0.014299,0.005237,0.0159,0.02587,0.021652,0.03519,0.049923,0.0029711,0.0091709,0.0010815,0.0010637,0.0007101,0.0010914,0.0031308,0.0081413,0.00083934,0.0040994,0.0091248,0.0051631,0.0025287,0.0015331,0.0018597,0.0023746,0.0054081,0.0089217,0.0039446,0.011075,0.0050729,0.012708
0.021283,0.0052154,0.0035295,0.009359,0.0078034,0.014288,0.011185,0.019044,0.0013825,0.0034989,0.0048589,0.016886,0.0030531,0.0073391,0.0098201,0.0057449,0.0066076,0.01649,0.0010228,0.0018662,0.002897,0.0029292,0.0029727,0.0018171,0.0034708,0.0012103,0.0021969,0.0040389,0.0006639,0.0016553,0.009672,0.007348,0.0022484,0.012551,0.0074751,0.011087,0.0090902,0.020644,0.0015596,0.0030322,0.0073866,0.0097195,0.0040695,0.0067661,0.054249,0.029895,0.012279,0.029357,0.0035609,0.0062382,0.010371,0.0049515,0.00099545,0.0084166,0.024478,0.045419,0.0072474,0.022592,0.0080094,0.0076723,0.010139,0.0066092,0.0027602,0.0084689,0.010956,0.0091135,0.046897,0.038464,0.000647,0.0037621,0.01438,0.016011,0.0037653,0.017911,0.022929,0.021901,0.03427,0.040281,0.0037758,0.009128,0.001298,0.0011789,0.00066309,0.0013366,0.0034901,0.0089775,0.00075322,0.0043769,0.01036,0.0059638,0.0028029,0.0017567,0.0017833,0.0025494,0.0055148,0.0096495,0.0035963,0.0096181,0.0059461,0.013709
0.028988,0.0065108,0.0055908,0.01297,0.0078156,0.015878,0.010973,0.015768,0.002252,0.0053877,0.0068793,0.01379,0.003706,0.0094012,0.0088783,0.0062454,0.0069371,0.013613,0.0015448,0.0027899,0.0055746,0.0033751,0.004373,0.003305,0.0052456,0.0011484,0.0028288,0.0039798,0.00080323,0.0026426,0.013623,0.0087291,0.0037216,0.015259,0.0069721,0.012822,0.0096484,0.017857,0.0026718,0.0045326,0.0082009,0.0083554,0.0056661,0.0070253,0.039503,0.031031,0.0091962,0.021415,0.0053137,0.008443,0.012523,0.0052865,0.00091871,0.010574,0.026144,0.04467,0.0074548,0.017672,0.0092884,0.0085052,0.011613,0.0072316,0.0033135,0.0097698,0.0089237,0.0095245,0.039863,0.029368,0.00058133,0.0050114,0.013882,0.013373,0.0036197,0.0171,0.018839,0.018666,0.026413,0.030177,0.0036729,0.008805,0.0020301,0.0015312,0.00078636,0.0021923,0.0043879,0.010398,0.00054565,0.004129,0.011692,0.0098074,0.0046487,0.002555,0.0026724,0.0042906,0.0073854,0.0095576,0.0042932,0.0087907,0.01004,0.016301
0.029534,0.006471,0.0056152,0.013017,0.0077165,0.016098,0.011182,0.015815,0.0023249,0.0054427,0.0069553,0.014044,0.0036987,0.0093301,0.0089671,0.0062901,0.0073125,0.013566,0.0015106,0.0028332,0.0055037,0.0034556,0.0042096,0.0032391,0.0052671,0.0010976,0.0029104,0.003914,0.00074169,0.0025194,0.013751,0.0085515,0.0037363,0.014924,0.0067569,0.012755,0.0099597,0.017484,0.0026646,0.0044981,0.008016,0.0083259,0.0056256,0.0067394,0.03956,0.031497,0.0093827,0.021185,0.0053682,0.0086565,0.012637,0.0052683,0.00096213,0.010421,0.026044,0.044375,0.0073625,0.01743,0.0092737,0.0083207,0.01187,0.0074733,0.0035127,0.010152,0.0092089,0.0099299,0.041379,0.029797,0.00061786,0.0051873,0.013526,0.012225,0.0035613,0.016417,0.018527,0.017725,0.025343,0.030699,0.0033752,0.0079926,0.0020144,0.0014691,0.00077281,0.0022277,0.0045993,0.010936,0.00059647,0.0040774,0.012252,0.0099876,0.0046109,0.0024727,0.0026355,0.0041954,0.0072548,0.009487,0.0043159,0.0087291,0.010296,0.016437
0.029333,0.0065253,0.0057275,0.013098,0.0076918,0.016358,0.011,0.015677,0.0023438,0.0055268,0.0068597,0.013586,0.0037097,0.0092435,0.0089944,0.0065802,0.0071127,0.014127,0.0015363,0.0029215,0.0054719,0.0033656,0.004166,0.0032333,0.005255,0.0011522,0.0028892,0.003851,0.00073522,0.0025252,0.013695,0.0083695,0.0038194,0.015103,0.0069236,0.012921,0.0098245,0.017778,0.0026052,0.0046476,0.0082088,0.0083134,0.0058482,0.0067448,0.038853,0.031636,0.0090596,0.021267,0.0052576,0.0084883,0.012573,0.0053299,0.000996,0.010256,0.025928,0.045113,0.0074419,0.017259,0.0091196,0.0082869,0.011968,0.0074284,0.0035935,0.010037,0.0090583,0.0099516,0.040614,0.030371,0.00063259,0.0051885,0.013355,0.011994,0.0036735,0.016204,0.018132,0.01788,0.025106,0.030883,0.0033159,0.0082191,0.0021301,0.0014756,0.00082301,0.0021857,0.0044126,0.010712,0.00056158,0.0041596,0.011789,0.0099813,0.0046941,0.0025149,0.0026769,0.0042216,0.007269,0.0099213,0.0043874,0.0089227,0.010381,0.016914
0.028424,0.006592,0.0054665,0.012054,0.0074634,0.017035,0.010413,0.016844,0.0022716,0.0052595,0.0066535,0.013598,0.0036886,0.0088665,0.0091985,0.0065527,0.006674,0.015234,0.0015389,0.0027918,0.0051991,0.0034466,0.0041044,0.0028775,0.0049951,0.0011804,0.0025811,0.0042359,0.00075558,0.0024852,0.013066,0.0080277,0.0036445,0.014436,0.00677,0.012878,0.009158,0.018363,0.002627,0.0044097,0.0081671,0.0082576,0.0055347,0.0065871,0.040502,0.032043,0.0086952,0.02191,0.005085,0.0081792,0.012188,0.0050223,0.0010151,0.0094924,0.024879,0.047846,0.0069414,0.018757,0.0089076,0.0078104,0.01158,0.0071466,0.003519,0.0096481,0.0093481,0.01037,0.039007,0.033109,0.00066445,0.005003,0.0132,0.012124,0.0037749,0.01562,0.018438,0.019809,0.024579,0.03283,0.0033687,0.0082112,0.0021328,0.0014749,0.00085696,0.0020471,0.0043977,0.011661,0.00059987,0.0047773,0.011593,0.0094875,0.0042878,0.0023645,0.0027,0.0038841,0.0068871,0.010176,0.0039372,0.0099734,0.0099269,0.015806
0.024853,0.0064065,0.0042887,0.011069,0.0074436,0.016789,0.01003,0.018529,0.0017755,0.0039008,0.0063622,0.01596,0.0036177,0.0086304,0.010527,0.0066644,0.006876,0.017064,0.0012222,0.0021511,0.0033611,0.0032427,0.0032944,0.002162,0.0037354,0.0011957,0.0021219,0.0039675,0.00060227,0.0017204,0.011693,0.0083643,0.0030406,0.014522,0.0080921,0.012903,0.0090183,0.020137,0.0018646,0.0034496,0.0075028,0.0099983,0.0051019,0.0072422,0.048515,0.031969,0.010233,0.026721,0.0037245,0.006252,0.011833,0.0054279,0.0012222,0.0092994,0.025184,0.047973,0.0073197,0.021479,0.0075511,0.0076532,0.010019,0.0067944,0.0030297,0.0086944,0.0097057,0.010265,0.041643,0.034889,0.00063357,0.0039314,0.014243,0.013755,0.0044622,0.016239,0.022191,0.022959,0.028336,0.036842,0.0034196,0.0080139,0.0014999,0.0012984,0.00077444,0.0016081,0.0034748,0.0094028,0.00060907,0.0043404,0.0095138,0.0064276,0.003142,0.0019361,0.0019347,0.0028541,0.005417,0.0098608,0.003338,0.008987,0.0060989,0.012565
0.023525,0.0060397,0.0037442,0.010954,0.0080899,0.015874,0.010531,0.019341,0.0016571,0.003635,0.0058797,0.01595,0.003168,0.0078585,0.009866,0.0063853,0.0064846,0.016682,0.0011154,0.0018926,0.0031245,0.0029505,0.0031615,0.0020592,0.0037163,0.0011269,0.0021282,0.0040798,0.00059257,0.0015577,0.010741,0.007838,0.0025894,0.013861,0.0079028,0.012185,0.0090502,0.020012,0.0015618,0.0031483,0.0076352,0.0098882,0.0045509,0.0072249,0.051752,0.031343,0.010937,0.029154,0.0037475,0.0056458,0.011045,0.0051911,0.0011203,0.0091158,0.024782,0.04653,0.0070066,0.022396,0.007627,0.0072347,0.0098758,0.0067013,0.0025713,0.0088089,0.01062,0.0095894,0.042784,0.036831,0.00062704,0.0035825,0.014647,0.014386,0.0040577,0.017226,0.023918,0.022879,0.031557,0.040241,0.0036719,0.0083862,0.0014486,0.0012237,0.00071732,0.0013698,0.0033855,0.0090896,0.00059667,0.004349,0.0097577,0.0058961,0.0029784,0.0018007,0.0017334,0.0025443,0.0050417,0.0090338,0.0032764,0.009115,0.0060143,0.011679
0.03001,0.0066937,0.0056928,0.013117,0.0078828,0.016066,0.010943,0.0158,0.0023642,0.0053424,0.0070388,0.013874,0.0037658,0.0092964,0.0090811,0.0060538,0.0071488,0.013472,0.0015918,0.0027411,0.0056246,0.0035287,0.0041262,0.0032445,0.0053649,0.0010572,0.0028855,0.0038725,0.00072601,0.0024973,0.013998,0.0086757,0.003736,0.015226,0.0070335,0.012749,0.0097647,0.017784,0.0026331,0.0044627,0.0083988,0.0083749,0.005812,0.0070441,0.04065,0.03163,0.0089757,0.02205,0.0053967,0.0083372,0.012696,0.0050311,0.00090155,0.010362,0.026436,0.044867,0.007329,0.017324,0.0091129,0.0081563,0.011747,0.0074926,0.0034704,0.010053,0.008891,0.0097369,0.039452,0.029466,0.00063526,0.0049569,0.013714,0.012269,0.0034413,0.016304,0.018736,0.018263,0.025487,0.030375,0.0036327,0.0080331,0.0021184,0.0014931,0.00078033,0.0021893,0.0046018,0.010444,0.00056769,0.0040209,0.012023,0.0098581,0.004682,0.002447,0.0026464,0.0042693,0.0071064,0.0095123,0.004268,0.0084001,0.010232,0.016334
0.029692,0.0065853,0.005748,0.013083,0.0077355,0.016332,0.010911,0.0159,0.0024449,0.0055167,0.0069353,0.013938,0.0038465,0.0093202,0.0093137,0.0063749,0.0070701,0.013474,0.0015587,0.0028587,0.0055968,0.0035383,0.0041834,0.0031871,0.0051915,0.0010263,0.0028978,0.0038928,0.00074807,0.0025394,0.013754,0.0085057,0.0037886,0.015189,0.0071496,0.012814,0.0098363,0.017598,0.0027616,0.0045568,0.0082815,0.0085194,0.0055629,0.0069607,0.040251,0.031928,0.0091293,0.021305,0.0054932,0.0086738,0.012602,0.0052469,0.000881,0.010191,0.026312,0.04559,0.0074181,0.017497,0.0093782,0.0083037,0.011656,0.007353,0.003494,0.010045,0.0090765,0.0098096,0.03982,0.029811,0.00062752,0.005084,0.013231,0.011725,0.003569,0.015982,0.01816,0.01793,0.024938,0.02967,0.0035103,0.0080306,0.0021458,0.0014688,0.00080997,0.0022181,0.004652,0.010692,0.00055388,0.0041789,0.012094,0.010068,0.0046389,0.0025518,0.0026091,0.0042564,0.0073002,0.009721,0.0042662,0.0085845,0.01034,0.016413
